Title,Author,Is Part Of,Dissertation,Edition,Publisher,Creation Date,Identifier,Format,Subjects,MESH subjects,Genre,Description,General note,With,Language,Attribution,Contents,Additional Title,Related Titles,Series,Frequency,Bound with,Source,MMS ID,Course Information,Permalink
Quantum information and computation ,"Fei, Shao-Ming, editor. ; Li, Ming, editor. ; Luo, Shunlong, editor. ",,,,"Basel, Switzerland : MDPI - Multidisciplinary Digital Publishing Institute",2023,ISBN : 3-0365-7203-1; ISBN : 3-0365-7202-3,1 online resource (220 pages),Quantum computing,,,"Quantum information and quantum computing are very rapidly developing research directions in recent years. This book introduces some of the latest developments in quantum theory, including basic physical theories such as quantum entanglement, and quantum information processing; and applications such as quantum secret key allocation, and several types of quantum algorithms. This book is suitable for some researchers or students to read.",,,English,"edited by Shao-Ming Fei, Ming Li, Shunlong Luo.",,,,,,,Library Catalog,991064113902461,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/q9fqsr/alma991064113902461
Nonlinear optics quantum computing with circuit QED,"Adhikari, Prabin ;  Hafezi, Mohammad ;  Taylor, J M","Physical review letters, 2013, Vol.110 (6), p.060503-060503, Article 060503",,,"United States: Cornell University Library, arXiv.org",,ISSN: 0031-9007; ISSN: 1092-0145; ISSN: 1079-7114; EISSN: 1079-7114; EISSN: 2331-8422; DOI: 10.1103/PhysRevLett.110.060503; PMID: 23432228,,Computation ;  Data processing ;  Hybrid systems ;  Noise tolerance ;  Nonlinear optics ;  Nonlinearity ;  Optical components ;  Optics ;  Photons ;  Physics - Quantum Physics ;  Quantum computing ;  Quantum electrodynamics ;  Quantum phenomena ;  Quantum theory ;  Qubits (quantum computing),,,"One approach to quantum information processing is to use photons as quantum bits and rely on linear optical elements for most operations. However, some optical nonlinearity is necessary to enable universal quantum computing. Here, we suggest a circuit-QED approach to nonlinear optics quantum computing in the microwave regime, including a deterministic two-photon phase gate. Our specific example uses a hybrid quantum system comprising a LC resonator coupled to a superconducting flux qubit to implement a nonlinear coupling. Compared to the self-Kerr nonlinearity, we find that our approach has improved tolerance to noise in the qubit while maintaining fast operation.",,,English,,,,,,,,American Physical Society Journals; arXiv.org; Free E- Journals,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_unpaywall_primary_10_1103_physrevlett_110_060503
"Homomorphic encryption experiments on IBM's cloud quantum computing platform","Huang, He-Liang ;  Zhao, You-Wei ;  Li, Tan ;  Li, Feng-Guang ;  Du, Yu-Tao ;  Fu, Xiang-Qun ;  Zhang, Shuo ;  Wang, Xiang ;  Bao, Wan-Su","Frontiers of physics, 2017, Vol.12 (1), p.120305-6, Article 120305",,,Beijing: Higher Education Press,,ISSN: 2095-0462; ISSN: 2095-0470; EISSN: 2095-0470; DOI: 10.1007/s11467-016-0643-9,,Algorithms ;  Astronomy ;  Astrophysics and Cosmology ;  Atomic ;  Atoms ;  Cloud computing ;  Computer security ;  Condensed Matter Physics ;  Cryptography ;  Encryption ;  homomorphic encryption ;  IBM quantum experience ;  Information science ;  Information technology ;  Linear equations ;  Molecular ;  Optical and Plasma Physics ;  Particle and Nuclear Physics ;  Physics ;  Physics and Astronomy ;  Quantum computers ;  Quantum computing ;  Quantum phenomena ;  Quantum theory ;  Research Article ;  Security management ;  Supermicrocomputers,,,"Quantum computing has undergone rapid development in recent years. Owing to limitations on scalability, personal quantum computers still seem slightly unrealistic in the near future. The first practical quantum computer for ordinary users is likely to be on the cloud. However, the adoption of cloud computing is possible only if security is ensured. Homomorphic encryption is a cryptographic protocol that allows computation to be performed on encrypted data without decrypting them, so it is well suited to cloud computing. Here, we first applied homomorphic encryption on IBM's cloud quantum computer platform. In our experiments, we successfully implemented a quantum algorithm for linear equations while protecting our privacy. This demonstration opens a feasible path to the next stage of development of cloud quantum information technology.",,,English,,,,,,,,KB+ JISC Collections Springer Compact 2019-2021; SpringerLink Journals - AutoHoldings; Springer Journals Online,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_unpaywall_primary_10_1007_s11467_016_0643_9
Quantum Computing for the Quantum Curious,"Hughes, Ciaran ;  Isaacson, Joshua ;  Perry, Anastasia ;  Sun, Ranbel F ;  Turner, Jessica",,,,Cham: Springer Nature,2021,ISBN: 9783030616014; ISBN: 3030616010; ISBN: 9783030616007; ISBN: 3030616002; EISBN: 9783030616014; EISBN: 3030616010; DOI: 10.1007/978-3-030-61601-4; OCLC: 1244536372,150,Book Industry Communication ;  Computer science ;  Computing & information technology ;  Education ;  Introduction to quantum computing ;  introduction to quantum cryptography ;  Mathematical theory of computation ;  Mathematics & science ;  Open Access ;  Particle & high-energy physics ;  Physics ;  quantum algorithms ;  Quantum Computing ;  quantum computing for high school students ;  quantum computing textbook ;  quantum gates ;  Quantum Information Technology ;  quantum key distribution ;  Quantum Physics ;  Quantum physics (quantum mechanics & quantum field theory) ;  quantum superposition ;  Science Education ;  Science: general issues ;  Society & social sciences ;  Spintronics ;  Teaching of a specific subject ;  what is a qubit?,,,"This open access book makes quantum computing more accessible than ever before. A fast-growing field at the intersection of physics and computer science, quantum computing promises to have revolutionary capabilities far surpassing “classical” computation. Getting a grip on the science behind the hype can be tough: at its heart lies quantum mechanics, whose enigmatic concepts can be imposing for the novice. This classroom-tested textbook uses simple language, minimal math, and plenty of examples to explain the three key principles behind quantum computers: superposition, quantum measurement, and entanglement. It then goes on to explain how this quantum world opens up a whole new paradigm of computing. The book bridges the gap between popular science articles and advanced textbooks by making key ideas accessible with just high school physics as a prerequisite. Each unit is broken down into sections labelled by difficulty level, allowing the course to be tailored to the student’s experience of math and abstract reasoning. Problem sets and simulation-based labs of various levels reinforce the concepts described in the text and give the reader hands-on experience running quantum programs. This book can thus be used at the high school level after the AP or IB exams, in an extracurricular club, or as an independent project resource to give students a taste of what quantum computing is really about. At the college level, it can be used as a supplementary text to enhance a variety of courses in science and computing, or as a self-study guide for students who want to get ahead. Additionally, readers in business, finance, or industry will find it a quick and useful primer on the science behind computing’s future.",,,English,,,,,,,,Springer Nature SpringerLink eBooks – Fully Open Access 2023,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_askewsholts_vlebooks_9783030616014
Quantum computing: Silicon qubits,"Maragkou, Maria","Nature materials, 2015, Vol.14 (5), p.468-468",,,England: Nature Publishing Group,,ISSN: 1476-1122; EISSN: 1476-4660; DOI: 10.1038/nmat4280; PMID: 25899905,,Materials science ;  Quantum physics ;  Silicon,,,"Ben Murdin and collaborators have demonstrated full control of the creation and destruction of wave packets in silicon. In this case, phosphorus impurities trappedin the silicon layer (Si:P) were used as qubits, representing a model two-level system as they transition between the 1s and 2p orbital states.",,,English,,,,,,,,Alma/SFX Local Collection,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_proquest_miscellaneous_1675168603
Quantum computing with neutral atoms,"Henriet, Loic ;  Beguin, Lucas ;  Signoles, Adrien ;  Lahaye, Thierry ;  Browaeys, Antoine ;  Georges-Olivier Reymond ;  Jurczak, Christophe","arXiv.org, 2020",,,"Ithaca: Cornell University Library, arXiv.org",,EISSN: 2331-8422; DOI: 10.22331/q-2020-09-21-327,,Analog circuits ;  Computer simulation ;  Fault tolerance ;  Neutral atoms ;  Optical properties ;  Optical traps ;  Optimization ;  Quantum computing ;  Quantum entanglement ;  Quantum theory ;  Qubits (quantum computing),,,"The manipulation of neutral atoms by light is at the heart of countless scientific discoveries in the field of quantum physics in the last three decades. The level of control that has been achieved at the single particle level within arrays of optical traps, while preserving the fundamental properties of quantum matter (coherence, entanglement, superposition), makes these technologies prime candidates to implement disruptive computation paradigms. In this paper, we review the main characteristics of these devices from atoms / qubits to application interfaces, and propose a classification of a wide variety of tasks that can already be addressed in a computationally efficient manner in the Noisy Intermediate Scale Quantum era we are in. We illustrate how applications ranging from optimization challenges to simulation of quantum systems can be explored either at the digital level (programming gate-based circuits) or at the analog level (programming Hamiltonian sequences). We give evidence of the intrinsic scalability of neutral atom quantum processors in the 100-1,000 qubits range and introduce prospects for universal fault tolerant quantum computing and applications beyond quantum computing.",,,English,,,,,,,,Free E- Journals,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_proquest_journals_2416045481
Multilayer ion trap technology for scalable quantum computing and quantum simulation,"Bautista-Salvador, A ;  Zarantonello, G ;  Hahn, H ;  Preciado-Grijalva, A ;  Morgner, J ;  Wahnschaffe, M ;  Ospelkaus, C","New journal of physics, 2019, Vol.21 (4), p.43011",,,Ithaca: IOP Publishing,,ISSN: 1367-2630; EISSN: 1367-2630; EISSN: 2331-8422; DOI: 10.1088/1367-2630/ab0e46; CODEN: NJOPFM,,atom chip ;  Circuits ;  Computer simulation ;  Data processing ;  Ion traps (instrumentation) ;  Ions ;  Laser cooling ;  microfabrication ;  Multilayers ;  Quantum computing ;  quantum logic and simulation ;  Quantum phenomena ;  Quantum theory ;  surface-electrode ion trap,,,We present a novel ion trap fabrication method enabling the realization of multilayer ion traps scalable to an in principle arbitrary number of metal-dielectric levels. We benchmark our method by fabricating a multilayer ion trap with integrated three-dimensional microwave circuitry. We demonstrate ion trapping and microwave control of the hyperfine states of a laser cooled 9Be+ ion held at a distance of 35 m above the trap surface. This method can be used to implement large-scale ion trap arrays for scalable quantum information processing and quantum simulation.,,,English,,,,,,,,Institute of Physics Journals; DOAJ Directory of Open Access Journals; Scholars Portal Journals: Open Access; arXiv.org; Institute of Physics Open Access Journal Titles; GFMER Free Medical Journals; Free E- Journals,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_proquest_journals_2312367986
Designing a multi‐layer full‐adder using a new three‐input majority gate based on quantum computing,"Seyedi, Saeid ;  Jafari Navimipour, Nima","Concurrency and computation, 2022, Vol.34 (4), p.n/a",,,"Hoboken, USA: John Wiley & Sons, Inc",,ISSN: 1532-0626; EISSN: 1532-0634; DOI: 10.1002/cpe.6653,,Adding circuits ;  Arithmetic and logic units ;  Automata theory ;  Cellular automata ;  Circuit design ;  Design ;  full‐adder ;  Layouts ;  majority gate ;  Multiplication ;  Power consumption ;  Quantum computing ;  Quantum dots ;  quantum‐dot cellular automata (QCA) ;  Subtraction,,,"Recently, quantum dot‐cellular automata (QCA) has fascinated much attention because of its potential less area consumption, low power usage, less intricacy, and low delay. The full‐adder circuit is used in this technology for several procedures, like multiplication, subtraction, and division in the arithmetic logic unit. For this reason, the full‐adder is generally investigated as a central unit in the development of QCA technology. The present investigation demonstrates a new efficient QCA‐based full‐adder layout utilizing the TIEO gate and new 3‐input majority gate. In this design, the inputs get inside one side, and the outputs are derived from another circuit side. Other cells do not embrace the output and input signals, and they may simply be available, helping produce a more impressive circuit layout. Concretely speaking, in this design, the 0.02 μm2 region and the latency of the 0.5 clock cycle have been implemented using only 18 cells. Utilizing the QCADesigner tool, the suggested design in the current investigation has been functionally approved. The simulation outcomes show that this layout conducts properly and works faster than the oldest designs.",,,English,,,,,,,,Wiley Online Library; NESLI2 Wiley Online Library Full Collection:2012-2014; Wiley Journals Online,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_proquest_journals_2621900243
Quantum Computing,"Nofer, Michael ;  Bauer, Kevin ;  Hinz, Oliver ;  van der Aalst, Wil ;  Weinhardt, Christof","Business & information systems engineering, 2023, Vol.65 (4), p.361-367",,,Wiesbaden: Springer Fachmedien Wiesbaden,,ISSN: 2363-7005; EISSN: 1867-0202; DOI: 10.1007/s12599-023-00823-w,,Business and Management ;  Editorial ;  IT in Business ;  Quantum computing,,,,,,English,,,,,,,,KB+ JISC Collections Springer Compact 2019-2021; SpringerLink Journals - AutoHoldings; Springer Journals Online,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_proquest_journals_2842699595
Quantum federated learning through blind quantum computing,"Li, Weikang ;  Lu, Sirui ;  Deng, Dong-Ling","Science China. Physics, mechanics & astronomy, 2021, Vol.64 (10), Article 100312",,,Beijing: Science China Press,,ISSN: 1674-7348; EISSN: 1869-1927; EISSN: 2331-8422; DOI: 10.1007/s11433-021-1753-3,,Academic degrees ;  Astronomy ;  Classical and Continuum Physics ;  Cognitive tasks ;  File servers ;  Machine learning ;  Numerical analysis ;  Observations and Techniques ;  Physics ;  Physics and Astronomy ;  Privacy ;  Protocol ;  Protocol (computers) ;  Quantum computing ;  Quantum theory ;  Robustness (mathematics) ;  Security,,,"Private distributed learning studies the problem of how multiple distributed entities collaboratively train a shared deep network with their private data unrevealed. With the security provided by the protocols of blind quantum computation, the cooperation between quantum physics and machine learning may lead to unparalleled prospect for solving private distributed learning tasks. In this paper, we introduce a quantum protocol for distributed learning that is able to utilize the computational power of the remote quantum servers while keeping the private data safe. For concreteness, we first introduce a protocol for private single-party delegated training of variational quantum classifiers based on blind quantum computing and then extend this protocol to multiparty private distributed learning incorporated with differential privacy. We carry out extensive numerical simulations with different real-life datasets and encoding strategies to benchmark the effectiveness of our protocol. We find that our protocol is robust to experimental imperfections and is secure under the gradient attack after the incorporation of differential privacy. Our results show the potential for handling computationally expensive distributed learning tasks with privacy guarantees, thus providing a valuable guide for exploring quantum advantages from the security perspective in the field of machine learning with real-life applications.",,,English,,,,,,,,KB+ JISC Collections Springer Compact 2019-2021; arXiv.org; Free E- Journals; SpringerLink Journals - AutoHoldings; Springer Journals Online,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_arxiv_primary_2103_08403
Quantum computing in solid state systems ,"Ruggiero, Berardo. ",,,,"New York, N.Y. ; Great Britain : Springer",c2006,LC : 2005927931; ISBN : 9780387263328 (hbk.); ISBN : 0387263322 (hbk.),"xvi, 337 p.: ill. ; 26 cm.",Solid state physics; Mesoscopic phenomena (Physics); Coherent states; Josephson junctions,,,,,,English,edited by B. Ruggiero ... [et al.].,,Quantum computation in solid state systems,,,,,Library Catalog,9961917002461,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/q9fqsr/alma9961917002461
Temporal work by consultants in nascent market categories: constructing a market for knowledge in quantum computing,"Hilkamo, Oona ;  Barbe, Anne-Sophie ;  Granqvist, Nina ;  Geurts, Amber","Technology analysis & strategic management, 2021, Vol.33 (11), p.1303-1316",,,Abingdon: Routledge,,ISSN: 0953-7325; EISSN: 1465-3990; DOI: 10.1080/09537325.2021.1931098,,Ambiguity ;  Categories ;  Consultants ;  emergence ;  Market categories ;  market for knowledge ;  Quantum computing ;  temporal work ;  Uncertainty ;  Urgency,,,"The literatures on market categories and temporal work pay limited attention to the agentic role of intermediaries in nascent market categories. Through an inductive analysis of quantum computing, we explore how management consultancies perform temporal work in such settings. We find that management consultancies construct a market for knowledge by engaging in three types of temporal work. First, they bring the future market category into present existence and thus make it an object for action. Second, they construct ultimate uncertainty and ambiguity and therefore a need for external knowledge. Third, they create a sense of urgency for immediate market engagement. Our findings shed light on the active intermediating role of management consultancies in nascent market categories, allowing them to capitalise on novel markets very early on.",,,English,,,,,,,,International Bibliography of the Social Sciences (IBSS); Taylor & Francis Journals Complete; Taylor and Francis Journals; Taylor & Francis Current Content Access,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_informaworld_taylorfrancis_310_1080_09537325_2021_1931098
Materials challenges and opportunities for quantum computing hardware,"de Leon, Nathalie P ;  Itoh, Kohei M ;  Kim, Dohun ;  Mehta, Karan K ;  Northup, Tracy E ;  Paik, Hanhee ;  Palmer, B S ;  Samarth, N ;  Sangtawesin, Sorawis ;  Steuerman, D W","Science (American Association for the Advancement of Science), 2021, Vol.372 (6539), p.253",,,United States: American Association for the Advancement of Science,,ISSN: 0036-8075; EISSN: 1095-9203; DOI: 10.1126/science.abb2823; PMID: 33859004,,Algorithms ;  Boundaries ;  CMOS ;  Computers ;  Data processing ;  Engineers ;  Exploration ;  Fabrication ;  Fault tolerance ;  Hardware ;  Heterogeneity ;  Impurities ;  Information processing ;  Interdisciplinary aspects ;  Materials engineering ;  Materials science ;  Materials selection ;  Noise ;  Noise sensitivity ;  Platforms ;  Quantum computers ;  Quantum computing ;  Quantum phenomena ;  Quantum theory ;  Qubits (quantum computing) ;  Reviews ;  Scaling ;  Scientists ;  Spectroscopy,,,"Quantum computing hardware technologies have advanced during the past two decades, with the goal of building systems that can solve problems that are intractable on classical computers. The ability to realize large-scale systems depends on major advances in materials science, materials engineering, and new fabrication techniques. We identify key materials challenges that currently limit progress in five quantum computing hardware platforms, propose how to tackle these problems, and discuss some new areas for exploration. Addressing these materials challenges will require scientists and engineers to work together to create new, interdisciplinary approaches beyond the current boundaries of the quantum computing field.",,,English,,,,,,,,American Association for the Advancement of Science,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_osti_scitechconnect_1777671
Quantum computing with trapped ions,"Häffner, H. ;  Roos, C.F. ;  Blatt, R.","Physics reports, 2008, Vol.469 (4), p.155-203",,,Kidlington: Elsevier B.V,,ISSN: 0370-1573; EISSN: 1873-6270; EISSN: 2331-8422; DOI: 10.1016/j.physrep.2008.09.003; CODEN: PRPLCM,,Algorithms ;  Entanglement ;  Error correction ;  Exact sciences and technology ;  Ion traps ;  Physics ;  Physics - Quantum Physics ;  Quantum computers ;  Quantum computing ;  Quantum computing and information ;  Quantum phenomena ;  Quantum teleportation ;  Quantum theory ;  Qubits (quantum computing),,,"Quantum computers hold the promise of solving certain computational tasks much more efficiently than classical computers. We review recent experimental advances towards a quantum computer with trapped ions. In particular, various implementations of qubits, quantum gates and some key experiments are discussed. Furthermore, we review some implementations of quantum algorithms such as a deterministic teleportation of quantum information and an error correction scheme.",,,English,,,,,,,,ScienceDirect; Elsevier ScienceDirect Journals Complete; KB+ JISC Collections Elsevier ScienceDirect Freedom Collection 2017-2021; arXiv.org; Free E- Journals,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_arxiv_primary_0809_4368
Efficient distributed quantum computing,"Beals, Robert ;  Brierley, Stephen ;  Gray, Oliver ;  Harrow, Aram W. ;  Kutin, Samuel ;  Linden, Noah ;  Shepherd, Dan ;  Stather, Mark","Proceedings of the Royal Society. A, Mathematical, physical, and engineering sciences, 2013, Vol.469 (2153), p.20120686-20120686",,,Ithaca: The Royal Society Publishing,,ISSN: 1364-5021; EISSN: 1471-2946; EISSN: 2331-8422; DOI: 10.1098/rspa.2012.0686,,Algorithms ;  Circuit design ;  Circuits ;  Computer memory ;  Computer simulation ;  Distributed Quantum Computing ;  Mathematical models ;  Physics - Quantum Physics ;  Quantum Algorithms ;  Quantum Architectures ;  Quantum computers ;  Quantum computing ;  Quantum phenomena ;  Search algorithms ;  Tradeoffs,,,"We provide algorithms for efficiently moving and addressing quantum memory in parallel. These imply that the standard circuit model can be simulated with a low overhead by a more realistic model of a distributed quantum computer. As a result, the circuit model can be used by algorithm designers without worrying whether the underlying architecture supports the connectivity of the circuit. In addition, we apply our results to existing memory-intensive quantum algorithms. We present a parallel quantum search algorithm and improve the time-space trade-off for the element distinctness and collision finding problems.",,,English,,,,,,,,Royal Society Journals; JSTOR Life Sciences Collection; arXiv.org; Free E- Journals,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_proquest_miscellaneous_1660043025
Evidence for the utility of quantum computing before fault tolerance,"Kim, Youngseok ;  Eddins, Andrew ;  Anand, Sajant ;  Wei, Ken Xuan ;  van den Berg, Ewout ;  Rosenblatt, Sami ;  Nayfeh, Hasan ;  Wu, Yantao ;  Zaletel, Michael ;  Temme, Kristan ;  Kandala, Abhinav","Nature (London), 2023, Vol.618 (7965), p.500-505",,,England: Nature Publishing Group,,ISSN: 0028-0836; EISSN: 1476-4687; DOI: 10.1038/s41586-023-06096-3; PMID: 37316724,,Approximation ;  Calibration ;  Circuits ;  Estimates ;  Fault tolerance ;  Isometric ;  Mathematical analysis ;  Microprocessors ;  Quantum computers ;  Quantum computing ;  Quantum entanglement ;  Qubits (quantum computing) ;  Tensors,,,"Quantum computing promises to offer substantial speed-ups over its classical counterpart for certain problems. However, the greatest impediment to realizing its full potential is noise that is inherent to these systems. The widely accepted solution to this challenge is the implementation of fault-tolerant quantum circuits, which is out of reach for current processors. Here we report experiments on a noisy 127-qubit processor and demonstrate the measurement of accurate expectation values for circuit volumes at a scale beyond brute-force classical computation. We argue that this represents evidence for the utility of quantum computing in a pre-fault-tolerant era. These experimental results are enabled by advances in the coherence and calibration of a superconducting processor at this scale and the ability to characterize
and controllably manipulate noise across such a large device. We establish the accuracy of the measured expectation values by comparing them with the output of exactly verifiable circuits. In the regime of strong entanglement, the quantum computer provides correct results for which leading classical approximations such as pure-state-based 1D (matrix product states, MPS) and 2D (isometric tensor network states, isoTNS) tensor network methods
break down. These experiments demonstrate a foundational tool for the realization of near-term quantum applications
.",,,English,,,,,,,,Nature journals; Nature; Alma/SFX Local Collection,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_pubmedcentral_primary_oai_pubmedcentral_nih_gov_10266970
Quantum Computing: Bridging the National Security–Digital Sovereignty Divide,"Liman, Anders ;  Weber, Kate","European journal of risk regulation, 2023, p.1-8",,,,,ISSN: 1867-299X; EISSN: 2190-8249; DOI: 10.1017/err.2023.44,,,,,"Abstract Quantum computing research and development efforts have grown dramatically over the past decades, led in part by initiatives from governments around the world. Government quantum computing investments are often driven by national security or digital sovereignty concerns, with the language used depending on the geography involved. For example, a focus on “national security” and quantum computing is prominent in the USA, while European countries regularly focus on “digital sovereignty”. These phrases are often loosely defined and open to interpretation, and they share some common motivations and characteristics (but also have important differences). This paper identifies specific governmental entities typifying the national security/digital sovereignty perspectives, along with these organisations’ respective roles within national and international policy engagement in quantum computing. It analyses governmental structures, historical developments and cultural characteristics that contributed to this national security–digital sovereignty divide. Building on this analysis, we use the history of other technologies to illustrate how we might adapt tested policy approaches to modern political dynamics and to quantum computing specifically. We frame these policy approaches so that they do not overemphasise “digital sovereignty” or “national security”, but rather address interests shared across both concepts, with a view to facilitating international collaboration.",,,English,,,,,,,,Cambridge Journals Online; Cambridge University Press Journals; Cambridge Journals,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_crossref_primary_10_1017_err_2023_44
Cloud Quantum Computing of an Atomic Nucleus,"Dumitrescu, E F ;  McCaskey, A J ;  Hagen, G ;  Jansen, G R ;  Morris, T D ;  Papenbrock, T ;  Pooser, R C ;  Dean, D J ;  Lougovski, P","Physical review letters, 2018, Vol.120 (21), p.210501-210501, Article 210501",,,"United States: Cornell University Library, arXiv.org",,ISSN: 0031-9007; EISSN: 1079-7114; EISSN: 2331-8422; DOI: 10.1103/PhysRevLett.120.210501; PMID: 29883142,,Algorithms ;  Binding energy ;  Cloud computing ;  Computer simulation ;  Field theory ;  MATHEMATICS AND COMPUTING ;  Microprocessors ;  Nuclear structure ;  Nuclei (nuclear physics) ;  Quantum computing ;  Quantum theory,,,"We report a quantum simulation of the deuteron binding energy on quantum processors accessed via cloud servers. We use a Hamiltonian from pionless effective field theory at leading order. We design a low-depth version of the unitary coupled-cluster ansatz, use the variational quantum eigensolver algorithm, and compute the binding energy to within a few percent. Our work is the first step towards scalable nuclear structure computations on a quantum processor via the cloud, and it sheds light on how to map scientific computing applications onto nascent quantum devices.",,,English,,,,,,,,American Physical Society Journals; arXiv.org; Free E- Journals,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_osti_scitechconnect_1439152
Digitization of Scalar Fields for Quantum Computing,"Klco, Natalie ;  Savage, Martin J","Physical review. A, Atomic, molecular, and optical physics, 2019",,,"Ithaca: Cornell University Library, arXiv.org",,ISSN: 1538-4446; ISSN: 1094-1622; ISSN: 1050-2947; EISSN: 2331-8422; EISSN: 1094-1622; DOI: 10.1103/PhysRevA.99.052335,,Computer simulation ;  Digitization ;  Eigenvectors ;  Field theory ;  Fourier transforms ;  Harmonic oscillators ;  Mathematical analysis ;  Noise levels ;  Noise reduction ;  Quantum chromodynamics ;  Quantum computers ;  Quantum computing ;  Quantum theory ;  Qubits (quantum computing) ;  Sampling ;  Space bases ;  Theorems ;  Wave functions,,,"Qubit, operator and gate resources required for the digitization of lattice \(\lambda\phi^4\) scalar field theories onto quantum computers are considered, building upon the foundational work by Jordan, Lee and Preskill, with a focus towards noisy intermediate-scale quantum (NISQ) devices. The Nyquist-Shannon sampling theorem, introduced in this context by Macridin, Spentzouris, Amundson and Harnik building on the work of Somma, provides a guide with which to evaluate the efficacy of two field-space bases, the eigenstates of the field operator, as used by Jordan, Lee and Preskill, and eigenstates of a harmonic oscillator, to describe \(0+1\)- and \(d+1\)-dimensional scalar field theory. We show how techniques associated with improved actions, which are heavily utilized in Lattice QCD calculations to systematically reduce lattice-spacing artifacts, can be used to reduce the impact of the field digitization in \(\lambda\phi^4\), but are found to be inferior to a complete digitization-improvement of the Hamiltonian using a Quantum Fourier Transform. When the Nyquist-Shannon sampling theorem is satisfied, digitization errors scale as \(|\log|\log |\epsilon_{\rm dig}|||\sim n_Q\) (number of qubits describing the field at a given spatial site) for the low-lying states, leaving the familiar power-law lattice-spacing and finite-volume effects that scale as \(|\log |\epsilon_{\rm latt}||\sim N_Q\) (total number of qubits in the simulation). For localized(delocalized) field-space wavefunctions, it is found that \(n_Q\sim4(7)\) qubits per spatial lattice site are sufficient to reduce theoretical digitization errors below error contributions associated with approximation of the time-evolution operator and noisy implementation on near-term quantum devices.",,,English,,,,,,,,American Physical Society Journals; arXiv.org; Free E- Journals,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_unpaywall_primary_10_1103_physreva_99_052335
Two-level Quantum Walkers on Directed Graphs I: Universal Quantum Computing,"Asaka, Ryo ;  Sakai, Kazumitsu ;  Yahagi, Ryoko","arXiv.org, 2023",,,"Ithaca: Cornell University Library, arXiv.org",,EISSN: 2331-8422; DOI: 10.1103/PhysRevA.107.022415,,Gates ;  Graph theory ;  Quantum computing ;  Quantum phenomena ;  Qubits (quantum computing) ;  Random access memory ;  Time dependence,,,"In the present paper, the first in a series of two, we propose a model of universal quantum computation using a fermionic/bosonic multi-particle continuous-time quantum walk with two internal states (e.g., the spin-up and down states of an electron). A dual-rail encoding is adopted to convert information: a single-qubit is represented by the presence of a single quantum walker in either of the two parallel paths. We develop a roundabout gate that moves a walker from one path to the next, either clockwise or counterclockwise, depending on its internal state. It can be realized by a single-particle scattering on a directed weighted graph with the edge weights \(1\) and \(\pm i\). The roundabout gate also allows the spatial information of the quantum walker to be temporarily encoded in its internal states. The universal gates are constructed by appropriately combining several roundabout gates, some unitary gates that act on the internal states and two-particle scatterings on straight paths. Any ancilla qubit is not required in our model. The computation is done by just passing quantum walkers through properly designed paths. Namely, there is no need for any time-dependent control. A physical implementation of quantum random access memory compatible with the present model will be considered in the second paper (arXiv:2204.08709).",,,English,,,,,,,,arXiv.org; Free E- Journals,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_arxiv_primary_2112_08119
