Title,Author,Is Part Of,Dissertation,Edition,Publisher,Creation Date,Identifier,Format,Subjects,MESH subjects,Genre,Description,General note,With,Language,Attribution,Contents,Additional Title,Related Titles,Series,Frequency,Bound with,Source,MMS ID,Course Information,Permalink
Estimating Phosphorescent Emission Energies in IrIII Complexes Using Large‐Scale Quantum Computing Simulations,"Genin, Scott N. ;  Ryabinkin, Ilya G. ;  Paisley, Nathan R. ;  Whelan, Sarah O. ;  Helander, Michael G. ;  Hudson, Zachary M.","Angewandte Chemie (International ed.), 2022, Vol.61 (19), p.e202116175-n/a",,International ed. in English,"Weinheim: Wiley Subscription Services, Inc",,ISSN: 1433-7851; EISSN: 1521-3773; DOI: 10.1002/anie.202116175,,Correlation coefficient ;  Correlation coefficients ;  Hardware ;  In Silico Material Design ;  Iridium ;  Iridium compounds ;  Iterative methods ;  Light-Emitting Diodes ;  Organometallic complexes ;  Phosphorescence ;  Quantum Advantage ;  Quantum computers ;  Quantum Computing ;  Qubits (quantum computing) ;  Simulation,,,"Here we calculate T1→S0 transition energies in nine phosphorescent iridium complexes using the iterative qubit coupled cluster (iQCC) method to determine if quantum simulations have any advantages over classical methods. These simulations would require a gate‐based quantum computer with at least 72 fully‐connected logical qubits. Since such devices do not yet exist, we demonstrate the iQCC method using a purpose‐built quantum simulator on classical hardware. The results are compared to a selection of common DFT functionals, ab initio methods, and empirical data. iQCC is found to match the accuracy of the best DFT functionals, but with a better correlation coefficient, demonstrating that it is better at predicting the structure–property relationship. Results indicate that the iQCC method has the required accuracy to design organometallic complexes when deployed on emerging quantum hardware and sets an industrially relevant target for demonstrating quantum advantage.
The iterative qubit coupled cluster (iQCC) quantum method was used to calculate T1→S0 transition energies in phosphorescent IrIII complexes. These simulations would require a gate‐based quantum computer with at least 72 logical qubits. iQCC is found to match the accuracy of the best DFT functionals studied, setting an industrially relevant target for demonstrating quantum advantage.",,,English,,,,,,,,Wiley Online Library; NESLI2 Wiley Online Library Full Collection:2012-2014; Wiley Online Library Chemistry Backfiles; Wiley Journals Online,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_proquest_miscellaneous_2638958387
Quantum computing for social business optimization: a practitioner’s perspective,"Aljaafari, Mohammed","Soft computing (Berlin, Germany), 2023",,,,,ISSN: 1432-7643; EISSN: 1433-7479; DOI: 10.1007/s00500-023-08764-y,,,,,,,,English,,,,,,,,SpringerLINK Contemporary 1997-Present; KB+ JISC Collections Springer Compact 2019-2021; SpringerLink Journals - AutoHoldings; Springer Journals Online,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_crossref_primary_10_1007_s00500_023_08764_y
Experimental comparison of two quantum computing architectures,"Linke, Norbert M. ;  Maslov, Dmitri ;  Roetteler, Martin ;  Debnath, Shantanu ;  Figgatt, Caroline ;  Landsman, Kevin A. ;  Wright, Kenneth ;  Monroe, Christopher","Proceedings of the National Academy of Sciences - PNAS, 2017, Vol.114 (13), p.3305-3310",,,United States: National Academy of Sciences,,ISSN: 0027-8424; EISSN: 1091-6490; EISSN: 2331-8422; DOI: 10.1073/pnas.1618020114; PMID: 28325879,,Algorithms ;  Comparative analysis ;  Connectivity ;  Hardware ;  INAUGURAL ARTICLE ;  Information ;  Information theory ;  Mathematical research ;  Physical Sciences ;  Quantum computers ;  Quantum computing ;  Quantum physics ;  Quantum theory ;  Qubits (quantum computing) ;  State of the art,,,"We run a selection of algorithms on two state-of-the-art 5-qubit quantum computers that are based on different technology platforms. One is a publicly accessible superconducting transmon device (www.research.ibm.com/ibm-q) with limited connectivity, and the other is a fully connected trapped-ion system. Even though the two systems have different native quantum interactions, both can be programed in a way that is blind to the underlying hardware, thus allowing a comparison of identical quantum algorithms between different physical systems. We show that quantum algorithms and circuits that use more connectivity clearly benefit from a better-connected system of qubits. Although the quantum systems here are not yet large enough to eclipse classical computers, this experiment exposes critical factors of scaling quantum computers, such as qubit connectivity and gate expressivity. In addition, the results suggest that codesigning particular quantum applications with the hardware itself will be paramount in successfully using quantum computers in the future.",,,English,,,,,,,,JSTOR Life Sciences Collection; arXiv.org; GFMER Free Medical Journals; PubMed Central; Alma/SFX Local Collection; Free E- Journals,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_pubmedcentral_primary_oai_pubmedcentral_nih_gov_5380037
Molecular Energy Landscapes of Hardware-Efficient Ansätze in Quantum Computing,"Choy, Boy ;  Wales, David J.","Journal of chemical theory and computation, 2023, Vol.19 (4), p.1197-1206",,,American Chemical Society,,ISSN: 1549-9618; EISSN: 1549-9626; DOI: 10.1021/acs.jctc.2c01057,,Quantum Electronic Structure,,,"Rapid advances in quantum computing have opened up new opportunities for solving the central electronic structure problem in computational chemistry. In the noisy intermediate-scale quantum (NISQ) era, where qubit coherence times are limited, it is essential to exploit quantum algorithms with sufficiently short quantum circuits to maximize qubit efficiency. The procedural construction of hardware-efficient ansätze provides one approach to design such circuits. However, refining the accuracy of the global minimum by increasing circuit depth may lead to a proliferation of local minima that hinders global optimization. To investigate this phenomenon, we explore the energy landscapes of hardware-efficient circuits to identify ground-state energies of the hydrogen, lithium hydride, and beryllium hydride molecules. We also propose a simple dimensionality reduction procedure that reduces quantum gate depth while retaining high accuracy for the global minimum, simplifying the energy landscape, and hence speeding up optimization from both software and hardware perspectives.",,,English,,,,,,,,Nesli2 American Chemical Society; American Chemical Society Journals,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_acs_journals_10_1021_acs_jctc_2c01057
"Matrix Model simulations using Quantum Computing, Deep Learning, and Lattice Monte Carlo","Rinaldi, Enrico ;  Han, Xizhi ;  Hassan, Mohammad ;  Yuan, Feng ;  Nori, Franco ;  McGuigan, Michael ;  Hanada, Masanori","arXiv.org, 2022",,,"Ithaca: Cornell University Library, arXiv.org",,EISSN: 2331-8422; DOI: 10.1103/PRXQuantum.3.010324,,Algorithms ;  Black holes ;  Computer simulation ;  Deep learning ;  Energy spectra ;  Entanglement ;  Error correction ;  Gravitation theory ;  Holography ;  Machine learning ;  Quantum computing ;  Quantum mechanics ;  Quantum physics ;  Quantum theory ;  Theoretical physics,,,"Matrix quantum mechanics plays various important roles in theoretical physics, such as a holographic description of quantum black holes. Understanding quantum black holes and the role of entanglement in a holographic setup is of paramount importance for the development of better quantum algorithms (quantum error correction codes) and for the realization of a quantum theory of gravity. Quantum computing and deep learning offer us potentially useful approaches to study the dynamics of matrix quantum mechanics. In this paper we perform a systematic survey for quantum computing and deep learning approaches to matrix quantum mechanics, comparing them to Lattice Monte Carlo simulations. In particular, we test the performance of each method by calculating the low-energy spectrum.",,,English,,,,,,,,arXiv.org; Free E- Journals,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_arxiv_primary_2108_02942
The complexity of noise a philosophical outlook on quantum error correction ,"Hagar, Amit, 1969- ",,,,"San Rafael, Calif. 1537 Fourth Street, San Rafael, CA 94901 USA : Morgan & Claypool",c2010,ISBN : 9781608454907 (electronic bk.); ISBN : 1608454908,"1 electronic text (viii, 71 p. : ill.) : digital file.","Error-correcting codes (Information theory); Quantum computers; Statistical mechanics -- Philosophy; computational complexity; decoherence; error-correction; fault-tolerance; Landauer's Principle; Maxwell's Demon; quantum computing; statistical mechanics; thermodynamics",,,"In quantum computing, where algorithms exist that can solve computational problems more efficiently than any known classical algorithms, the elimination of errors that result from external disturbances or from imperfect gates has become the ""holy grail"", and a worldwide quest for a large scale fault-tolerant, and computationally superior quantum computer is currently taking place. Optimists rely on the premise that, under a certain threshold of errors, an arbitrary long fault-tolerant quantum computation can be achieved with only moderate (i.e., at most polynomial) overhead in computational cost. Pessimists, on the other hand, object that there are in principle (as opposed to merely technological) reasons why such machines are still inexistent, and that no matter what gadgets are used, large scale quantum computers will never be computationally superior to classical ones. Lacking a complete empirical characterization of quantum noise, the debate on the physical possibility of such machines invites philosophical scrutiny. Making this debate more precise by suggesting a novel statistical mechanical perspective thereof is the goal of this project.",Part of: Synthesis digital library of engineering and computer science.; Series from website.,,English,Amit Hagar.,"Preface -- Acknowledgments -- ; 1. Introduction -- ; 2. The curse of the open system -- Optimism -- The birth of quantum error correction -- The miracle of active fault-tolerant QEC -- Pessimism -- The Hamiltonian picture -- Those who cannot remember the past -- Two problems in the foundations of SM -- The roots of the open system approach -- There is always a little noise -- Towards more realistic noise models -- Optimal skepticism -- ; 3. To balance a pencil on its tip -- The passive approach to quantum error correction -- Lessons from the foundations of classical statistical mechanics -- To balance a pencil on its tip -- Practical vs. physical possibility -- ; 4. Universality at all cost -- Overview -- Noise, classical or quantum -- Commit a sin twice and it will not seem a crime -- The return of Maxwell's demon -- Progress, or lack thereof -- True and false collapse -- The search for QIMDS -- The ancilla argument -- Progress -- ; 5. Coda -- ; A. The dynamics of an open quantum system -- B. A noiseless qubit -- Bibliography -- Author's biography.",,,"Synthesis digital library of engineering and computer science. ; Synthesis lectures on quantum computing ; # 4. ; Synthesis lectures on quantum computing, 1945-9734 ; # 4 ",,,Library Catalog,9962117802461,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/q9fqsr/alma9962117802461
Asleep at the wheel? Responsible Innovation in quantum computing,"Inglesant, Philip ;  Ten Holter, Carolyn ;  Jirotka, Marina ;  Williams, Robin","Technology analysis & strategic management, 2021, Vol.33 (11), p.1364-1376",,,Abingdon: Routledge,,ISSN: 0953-7325; ISSN: 1465-3990; EISSN: 1465-3990; DOI: 10.1080/09537325.2021.1988557,,Innovations ;  New technology ;  Quantum computing ;  Responsible innovation ;  sociotechnical imaginaries ;  Technological change ;  Technology,,,"Quantum computing is an emerging set of technologies which promise to transform aspects of computing in ways that, though increasingly defined, are still largely theoretical. Responsible Innovation (RI) asserts that technologies with potentially transformative capacity on society should be approached with care and forethought; this paper is based on applying RI in one of the UK's National Quantum Technology Hubs.
Quantum computing is at a key juncture as it emerges from the laboratory to be of interest commercially. This provides an opportunity to observe and influence the trajectory of this technology. Quantum computing is widely envisioned to have major impacts on computing and society; there are, however, great uncertainties about development timescales and the scope and impact of applications.
From experiences with a major quantum computing project in the UK, we discuss the challenges in applying RI to quantum computing. Existing RI practices struggle to address the societal implications of such a complex and innovative technology. We argue that uncovering the visions and sociotechnical imaginaries that inform the development this technology enables RI to make valuable insights into future societal implications of quantum computing. This provides lessons for RI in emerging technologies more widely.",,,English,,,,,,,,International Bibliography of the Social Sciences (IBSS); Taylor & Francis Journals Complete; Taylor and Francis Journals; Taylor & Francis Current Content Access,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_informaworld_taylorfrancis_310_1080_09537325_2021_1988557
Futurising science education: students’ experiences from a course on futures thinking and quantum computing,"Rasa, Tapio ;  Palmgren, Elina ;  Laherto, Antti","Instructional science, 2022, Vol.50 (3), p.425-447",,,Dordrecht: Springer Netherlands,,ISSN: 0020-4277; ISSN: 1573-1952; EISSN: 1573-1952; DOI: 10.1007/s11251-021-09572-3,,Aspiration ;  Career development ;  Critical thinking ;  Education ;  Educational Psychology ;  Future orientation ;  Learning and Instruction ;  Original Research ;  Pedagogic Psychology ;  Physics ;  Quantum computing ;  Science education ;  Secondary schools ;  Students ;  Thinking skills ;  Uncertainty ;  World problems ;  Youth,,,"To promote students’ value-based agency, responsible science and sustainability, science education must address how students think about their personal and collective futures. However, research has shown that young people find it difficult to fully relate to the future and its possibilities, and few studies have focused on the potential of science education to foster futures thinking and agency. We report on a project that further explored this potential by developing future-oriented science courses drawing on the field of futures studies. Phenomenographic analysis was used on interview data to see what changes upper-secondary school students saw in their futures perceptions and agentic orientations after attending a course which adapted futures thinking skills in the context of quantum computing and technological approaches to global problems. The results show students perceiving the future and technological development as more positive but also more unpredictable, seeing their possibilities for agency as clearer and more promising (especially by identifying with their peers or aspired career paths), and feeling a deeper connection to the otherwise vague idea of futures. Students also felt they had learned to question deterministic thinking and to think more creatively about their own lives as well as technological and non-technological solutions to global problems. Both quantum physics and futures thinking opened new perspectives on uncertainty and probabilistic thinking. Our results provide further validation for a future-oriented approach to science education, and highlight essential synergies between futures thinking skills, agency, and authentic socio-scientific issues in developing science education for the current age.",,,English,,,,,,,,SpringerLINK Contemporary 1997-Present; International Bibliography of the Social Sciences (IBSS); KB+ JISC Collections Springer Compact 2019-2021; SpringerLink Journals - AutoHoldings; Springer Journals Online,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_unpaywall_primary_10_1007_s11251_021_09572_3
Solving Burgers’ equation with quantum computing,"Oz, Furkan ;  Vuppala, Rohit K. S. S. ;  Kara, Kursat ;  Gaitan, Frank","Quantum information processing, 2022, Vol.21 (1), Article 30",,,New York: Springer US,,ISSN: 1570-0755; EISSN: 1573-1332; DOI: 10.1007/s11128-021-03391-8,,Aerospace engineering ;  Aerospace industry ;  Algorithms ;  Commercial aircraft ;  Computational fluid dynamics ;  Computer simulation ;  Data Structures and Information Theory ;  Digital computers ;  Direct numerical simulation ;  Exact solutions ;  Fluid flow ;  Mathematical Physics ;  Partial differential equations ;  Physics ;  Physics and Astronomy ;  Quantum computers ;  Quantum Computing ;  Quantum Information Technology ;  Quantum Physics ;  Simulation ;  Solvers ;  Spintronics ;  Turbulence models,,,"Computational fluid dynamics (CFD) simulations are a vital part of the design process in the aerospace industry. Although reliable CFD results can be obtained with turbulence models, direct numerical simulation of complex bodies in three spatial dimensions (3D) is impracticable due to the massive amount of computational elements. For instance, a 3D direct numerical simulation of a turbulent boundary-layer over the wing of a commercial jetliner that resolves all relevant length scales using a serial CFD solver on a modern digital computer would take approximately 750 million years or roughly 20% of the earth’s age. Over the past 25 years, quantum computers have become the object of great interest worldwide as powerful quantum algorithms have been constructed for several important, computationally challenging problems that provide enormous speed-up over the best-known classical algorithms. In this paper, we adapt a recently introduced quantum algorithm for partial differential equations to Burgers’ equation and develop a quantum CFD solver that determines its solutions. We used our quantum CFD solver to verify the quantum Burgers’ equation algorithm to find the flow solution when a shockwave is and is not present. The quantum simulation results were compared to: (i) an exact analytical solution for a flow without a shockwave; and (ii) the results of a classical CFD solver for flows with and without a shockwave. Excellent agreement was found in both cases, and the error of the quantum CFD solver was comparable to that of the classical CFD solver.",,,English,,,,,,,,SpringerLINK Contemporary 1997-Present; KB+ JISC Collections Springer Compact 2019-2021; SpringerLink Journals - AutoHoldings; Springer Journals Online,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_proquest_journals_2615623165
Pulse based Variational Quantum Optimal Control for hybrid quantum computing,"de Keijzer, Robert ;  Tse, Oliver ;  Kokkelmans, Servaas","arXiv.org, 2023",,,"Ithaca: Cornell University Library, arXiv.org",,EISSN: 2331-8422; DOI: 10.22331/q-2023-01-26-908,,Algorithms ;  Circuits ;  Ground state ;  Mathematical analysis ;  Mechanical systems ;  Methods ;  Neutral atoms ;  Optimal control ;  Optimization ;  Physics - Quantum Physics ;  Quantum computers ;  Quantum computing ;  Quantum mechanics ;  Qubits (quantum computing),,,"This work studies pulse based variational quantum algorithms (VQAs), which are designed to determine the ground state of a quantum mechanical system by combining classical and quantum hardware. In contrast to more standard gate based methods, pulse based methods aim to directly optimize the laser pulses interacting with the qubits, instead of using some parametrized gate based circuit. Using the mathematical formalism of optimal control, these laser pulses are optimized. This method has been used in quantum computing to optimize pulses for quantum gate implementations, but has only recently been proposed for full optimization in VQAs. Pulse based methods have several advantages over gate based methods such as faster state preparation, simpler implementation and more freedom in moving through the state space. Based on these ideas, we present the development of a novel adjoint based variational method. This method can be tailored towards and applied in neutral atom quantum computers. This method of pulse based variational quantum optimal control is able to approximate molecular ground states of simple molecules up to chemical accuracy and is able to compete with the gate based variational quantum eigensolver in terms of total number of quantum evaluations. The total evolution time \(T\) and the form of the control Hamiltonian \(H_c\) are important factors in the convergence behavior to the ground state energy, both having influence on the quantum speed limit and the controllability of the system.",,,English,,,,,,,,arXiv.org; Free E- Journals,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_arxiv_primary_2202_08908
A Leap among Quantum Computing and Quantum Neural Networks: A Survey,"Massoli, Fabio Valerio ;  Vadicamo, Lucia ;  Amato, Giuseppe ;  Falchi, Fabrizio","ACM computing surveys, 2022, Vol.55 (5), p.1-37, Article 98",,,"New York, NY: ACM",,ISSN: 0360-0300; EISSN: 1557-7341; DOI: 10.1145/3529756,,Algorithms ;  Applied computing ;  Computer systems organization ;  Computing methodologies ;  Hardware ;  Machine learning ;  Neural networks ;  Physics ;  Quantum computing ;  Quantum phenomena ;  Quantum technologies,,,"In recent years, Quantum Computing witnessed massive improvements in terms of available resources and algorithms development. The ability to harness quantum phenomena to solve computational problems is a long-standing dream that has drawn the scientific community’s interest since the late ’80s. In such a context, we propose our contribution. First, we introduce basic concepts related to quantum computations, and then we explain the core functionalities of technologies that implement the Gate Model and Adiabatic Quantum Computing paradigms. Finally, we gather, compare, and analyze the current state-of-the-art concerning Quantum Perceptrons and Quantum Neural Networks implementations.",,,English,,,,,,,,EBSCOhost Business Source Premier; ACM Digital Library,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_proquest_journals_2817774878
Trapped-ion quantum computing: Progress and challenges,"Bruzewicz, Colin D. ;  Chiaverini, John ;  McConnell, Robert ;  Sage, Jeremy M.","Applied Physics Reviews, 2019, Vol.6 (2)",,,"Ithaca: Cornell University Library, arXiv.org",,ISSN: 1931-9401; EISSN: 1931-9401; EISSN: 2331-8422; DOI: 10.1063/1.5088164; CODEN: APRPG5,,Algorithms ;  Computation ;  Quantum computers ;  Quantum computing ;  Quantum theory ;  Qubits (quantum computing),,,"Trapped ions are among the most promising systems for practical quantum computing (QC). The basic requirements for universal QC have all been demonstrated with ions, and quantum algorithms using few-ion-qubit systems have been implemented. We review the state of the field, covering the basics of how trapped ions are used for QC and their strengths and limitations as qubits. In addition, we discuss what is being done, and what may be required, to increase the scale of trapped ion quantum computers while mitigating decoherence and control errors. Finally, we explore the outlook for trapped-ion QC. In particular, we discuss near-term applications, considerations impacting the design of future systems of trapped ions, and experiments and demonstrations that may further inform these considerations.",,,English,,,,,,,,AIP Journals; arXiv.org; Free E- Journals,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_scitation_primary_10_1063_1_5088164
Practical Quantum Computing: solving the wave equation using a quantum approach,"Suau, Adrien ;  Staffelbach, Gabriel ;  Calandra, Henri","arXiv.org, 2021",,,"Ithaca: Cornell University Library, arXiv.org",,EISSN: 2331-8422; DOI: 10.1145/3430030,,Algorithms ;  Circuits ;  Error correction ;  Partial differential equations ;  Physics - Quantum Physics ;  Quantum computers ;  Quantum computing ;  Wave equations,,,"In the last years, several quantum algorithms that try to address the problem of partial differential equation solving have been devised. On one side, ""direct"" quantum algorithms that aim at encoding the solution of the PDE by executing one large quantum circuit. On the other side, variational algorithms that approximate the solution of the PDE by executing several small quantum circuits and making profit of classical optimisers. In this work we propose an experimental study of the costs (in terms of gate number and execution time on a idealised hardware created from realistic gate data) associated with one of the ""direct"" quantum algorithm: the wave equation solver devised in [PCS. Costa, S. Jordan, A. Ostrander, Phys. Rev. A 99, 012323, 2019]. We show that our implementation of the quantum wave equation solver agrees with the theoretical big-O complexity of the algorithm. We also explain in great details the implementation steps and discuss some possibilities of improvements. Finally, our implementation proves experimentally that some PDE can be solved on a quantum computer, even if the direct quantum algorithm chosen will require error-corrected quantum chips, which are not believed to be available in the short-term.",,,English,,,,,,,,arXiv.org; Free E- Journals,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_arxiv_primary_2003_12458
Challenges in the Use of Quantum Computing Hardware-Efficient Ansätze in Electronic Structure Theory,"D’Cunha, Ruhee ;  Crawford, T. Daniel ;  Motta, Mario ;  Rice, Julia E.","The journal of physical chemistry. A, Molecules, spectroscopy, kinetics, environment, & general theory, 2023, Vol.127 (15), p.3437-3448",,,American Chemical Society,,ISSN: 1089-5639; EISSN: 1520-5215; DOI: 10.1021/acs.jpca.2c08430,,A: New Tools and Methods in Experiment and Theory,,,"Advances in quantum computation for electronic structure, and particularly heuristic quantum algorithms, create an ongoing need to characterize the performance and limitations of these methods. Here we discuss some potential pitfalls connected with the use of hardware-efficient Ansätze in variational quantum simulations of electronic structure. We illustrate that hardware-efficient Ansätze may break Hamiltonian symmetries and yield nondifferentiable potential energy curves, in addition to the well-known difficulty of optimizing variational parameters. We discuss the interplay between these limitations by carrying out a comparative analysis of hardware-efficient Ansätze versus unitary coupled cluster and full configuration interaction, and of second- and first-quantization strategies to encode Fermionic degrees of freedom to qubits. Our analysis should be useful in understanding potential limitations and in identifying possible areas of improvement in hardware-efficient Ansätze.",,,English,,,,,,,,Nesli2 American Chemical Society; American Chemical Society Journals,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_acs_journals_10_1021_acs_jpca_2c08430
Empowering an IoT platform with  advance quantum computing and a Customized deep residual technique,"Ashok, P. ;  Ragunthar, T. ;  James, T. Prabahar Godwin ;  Sahayaraj, K. Kishore Anthuvan ;  Suganthi, P. ;  Somasundaram, K. ;  Ananthi, S.","Optical and quantum electronics, 2023, Vol.55 (10), Article 859",,,New York: Springer US,,ISSN: 0306-8919; EISSN: 1572-817X; DOI: 10.1007/s11082-023-05154-4,,Accuracy ;  Characterization and Evaluation of Materials ;  Computer Communication Networks ;  Cost function ;  Data analysis ;  Data collection ;  Data exchange ;  Datasets ;  Decision analysis ;  Decision making ;  Electrical Engineering ;  Internet of Things ;  Lasers ;  Neural networks ;  Optical Devices ;  Optics ;  Photonics ;  Physics ;  Physics and Astronomy ;  Quantum computing,,,"All over the world, millions of devices are wirelessly connected and exchanging data as part of the Internet of Things (IoT). As more and more information is hoped to be monitored by means of a single platform, the importance of accuracy assessment in the pursuit of the perfect IoT platform has grown. To keep up with the ever-increasing data analysis needs for crucial, real-time decision making, IoT data collection is becoming increasingly crucial. In this study, we utilized the ""IoT Sensor Data"" dataset, consisting of sensor readings collected from various IoT devices. The proposed R-QCNN model, which combines a quantum neural network with a deep residual learning technique, was trained and evaluated on this dataset. Experimental results show that the R-QCNN achieved an accuracy of 95% in classifying the IoT sensor data, outperforming existing methods. Thus, our approach demonstrates promising results in optimizing the cost function routine for IoT platforms.",,,English,,,,,,,,SpringerLINK Contemporary 1997-Present; KB+ JISC Collections Springer Compact 2019-2021; SpringerLink Journals - AutoHoldings; Springer Journals Online,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_proquest_journals_2839384480
Quantum computing explained ,"McMahon, David (David M.) author. ",,,,"Hoboken, NJ : Wiley-Interscience ",2008,OCLC : (OCoLC)608622533,"1 online resource (xviii, 332 pages) : illustrations",Quantum computers; Computers,,,,,,English,David McMahon.,,,,,,,Library Catalog,99716522402461,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/q9fqsr/alma99716522402461
Exploring Parameter Redundancy in the Unitary Coupled-Cluster Ansätze for Hybrid Variational Quantum Computing,"Mehendale, Shashank G. ;  Peng, Bo ;  Govind, Niranjan ;  Alexeev, Yuri","The journal of physical chemistry. A, Molecules, spectroscopy, kinetics, environment, & general theory, 2023, Vol.127 (20)",,,United States: American Chemical Society,,ISSN: 1089-5639; EISSN: 1520-5215; DOI: 10.1021/acs.jpca.3c00550,,"Energy ;  Entropy ;  INORGANIC, ORGANIC, PHYSICAL, AND ANALYTICAL CHEMISTRY ;  Mathematical methods ;  Molecules ;  Quantum mechanics",,,"One of the commonly used chemical-inspired approaches in variational quantum computing is the unitary coupled-cluster (UCC) ansatze. Despite being a systematic way of approaching the exact limit, the number of parameters in the standard UCC ansatze exhibits unfavorable scaling with respect to the system size, hindering its practical use on near-term quantum devices. Efforts have been taken to propose some variants of UCC ansatze with better scaling. In this paper we explore the parameter redundancy in the preparation of unitary coupled-cluster singles and doubles (UCCSD) ansatze employing spin-adapted formulation, small amplitude filtration, and entropy-based orbital selection approaches. Numerical results of using our approach on some small molecules have exhibited a significant cost reduction in the number of parameters to be optimized and in the time to convergence compared with conventional UCCSD-VQE simulations. Further, we also discuss the potential application of some machine learning techniques in further exploring the parameter redundancy, providing a possible direction for future studies.",,,English,,,,,,,,Nesli2 American Chemical Society; American Chemical Society Journals,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_osti_scitechconnect_2203855
Control and Readout Software for Superconducting Quantum Computing,"Guo, Cheng ;  Liang, Futian ;  Lin, Jin ;  Xu, Yu ;  Sun, Lihua ;  Liu, Weiyue ;  Liao, Shengkai ;  Peng, Chengzhi","IEEE transactions on nuclear science, 2019, Vol.66 (7), p.1222-1227",,,Ithaca: IEEE,,ISSN: 0018-9499; ISSN: 1558-1578; EISSN: 1558-1578; EISSN: 2331-8422; DOI: 10.1109/TNS.2019.2920337; CODEN: IETNAE,,Analog to digital conversion ;  Analog to digital converters ;  Arbitrary waveform generator (AWG) ;  Communication ;  Control equipment ;  Data transmission ;  Digital computers ;  Digital to analog conversion ;  Digital to analog converters ;  Digitization ;  digitizer ;  Distortion ;  Hardware ;  Innovations ;  Instruments ;  Low speed ;  Optimization ;  Quantum computers ;  Quantum computing ;  Qubit ;  Qubits (quantum computing) ;  Servers ;  Software ;  Superconductivity ;  Waveform generators,,,"Being important parts of the superconducting quantum computer, the high-speed arbitrary waveform generator (AWG), ultraprecision dc source, and high-speed digitizer are used to manipulate the qubit. The complexity of an experimental setup increases rapidly as the number of qubits grows. Cumbersome instrument management, distortion of signals, and inefficiency of data transmission are gradually highlighted and become the bottlenecks in scaling up the number of qubits. In addition, fault-tolerant quantum computing has real-time feedback requirements of qubit states. To deal with these challenges, we propose an instrument management software design in this paper. The software maps the resources of separate instruments to a unified virtual instrument, achieving the scalability of the instruments. The processing and correction of signals are deployed on a server, which automatically corrects the distortion of the signals. By designing a multi-threaded mechanism for the AWG and a custom-defined data-link protocol for the digitizer, the efficiency of the software meets the requirements of experiments. Cooperating with the AWG and digitizer, the software provides the real-time feedback capability using an instruction compiler. Thus, the software meets the requirements of superconducting quantum computing, as demonstrated through its application to a 12-bit quantum experiment.",,,English,,,,,,,,IEEE Xplore All Journals; IEEE Electronic Library (IEL) Journals; arXiv.org; Free E- Journals,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_arxiv_primary_1806_04021
