Title,Author,Is Part Of,Dissertation,Edition,Publisher,Creation Date,Identifier,Format,Subjects,MESH subjects,Genre,Description,General note,With,Language,Attribution,Contents,Additional Title,Related Titles,Series,Frequency,Bound with,Source,MMS ID,Course Information,Permalink
Quantum Neural Networks for a Supply Chain Logistics Application,"Correll, Randall ;  Weinberg, Sean J ;  Sanches, Fabio ;  Ide, Takanori ;  Suzuki, Takafumi","arXiv.org, 2022",,,"Ithaca: Cornell University Library, arXiv.org",,EISSN: 2331-8422; DOI: 10.48550/arxiv.2212.00576,,Algorithms ;  Automobile industry ;  Logistics ;  Machine learning ;  Neural networks ;  Qubits (quantum computing) ;  Route planning ;  Supply chains ;  Trucks ;  Vehicle routing,,,"Problem instances of a size suitable for practical applications are not likely to be addressed during the noisy intermediate-scale quantum (NISQ) period with (almost) pure quantum algorithms. Hybrid classical-quantum algorithms have potential, however, to achieve good performance on much larger problem instances. We investigate one such hybrid algorithm on a problem of substantial importance: vehicle routing for supply chain logistics with multiple trucks and complex demand structure. We use reinforcement learning with neural networks with embedded quantum circuits. In such neural networks, projecting high-dimensional feature vectors down to smaller vectors is necessary to accommodate restrictions on the number of qubits of NISQ hardware. However, we use a multi-head attention mechanism where, even in classical machine learning, such projections are natural and desirable. We consider data from the truck routing logistics of a company in the automotive sector, and apply our methodology by decomposing into small teams of trucks, and we find results comparable to human truck assignment.",,,English,,,,,,,,arXiv.org; Free E- Journals,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_arxiv_primary_2212_00576
Adiabatic Quantum Computing for Logistic Transport Optimization,"Sales, Juan Francisco Ariño ;  Araos, Raúl Andres Palacios","arXiv.org, 2023",,,"Ithaca: Cornell University Library, arXiv.org",,EISSN: 2331-8422; DOI: 10.48550/arxiv.2301.07691,,Logistics ;  Optimization ;  Quantum computing ;  Route planning ;  Supply chains ;  Traveling salesman problem ;  Vehicle routing,,,"Current world trade is based and supported in a strong and healthy supply chain, where logistics play a key role in producing and providing key assets and goods to keep societies and economies going. Current geopolitical and sanitary challenges faced in the entire world have made even more critical the role of logistics and increased demands for tuning transport function to keep the supply chain up and running. The challenge is only increasing and growing for the future, thus tackling transport optimization provides both business and social value. Optimization problems are ubiquitous and they present a challenge due to its complexity, where they're typically NP-hard problems. Quantum Computing is a developing field, and the Quantum Annealing approach has proven to be quite effective in its applicability and usefulness to tackle optimization problems. In this work we treat the Vehicle Routing Problem, which is also a variation of a famous optimization problem known as the Traveling Salesman Problem. We aim to tackle the vehicle optimization problem from the last mile logistic scenario application, with a perspective from the classical and quantum approaches, and providing a solution which combines both, also known as hybrid solution. Finally, we provide the results of the analysis and proposal for the consideration of applications in a near term business case scenario.",,,English,,,,,,,,arXiv.org; Free E- Journals,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_arxiv_primary_2301_07691
Supply Chain Logistics with Quantum and Classical Annealing Algorithms,"Weinberg, Sean J ;  Sanches, Fabio ;  Ide, Takanori ;  Kamiya, Kazumitzu ;  Correll, Randall","arXiv.org, 2022",,,"Ithaca: Cornell University Library, arXiv.org",,EISSN: 2331-8422; DOI: 10.48550/arxiv.2205.04435,,Algorithms ;  Commercial vehicles ;  Hardware ;  Logistics ;  Operations research ;  Optimization ;  Physics - Quantum Physics ;  Quantum computing ;  Route planning ;  Simulated annealing ;  Simulation ;  Supply chains ;  Vehicle routing ;  Workflow,,,"Noisy intermediate-scale quantum (NISQ) hardware is almost universally incompatible with full-scale optimization problems of practical importance which can have many variables and unwieldy objective functions. As a consequence, there is a growing body of literature that tests quantum algorithms on miniaturized versions of problems that arise in an operations research setting. Rather than taking this approach, we investigate a problem of substantial commercial value, multi-truck vehicle routing for supply chain logistics, at the scale used by a corporation in their operations. Such a problem is too complex to be fully embedded on any near-term quantum hardware or simulator; we avoid confronting this challenge by taking a hybrid workflow approach: we iteratively assign routes for trucks by generating a new binary optimization problem instance one truck at a time. Each instance has \(\sim 2500\) quadratic binary variables, putting it in a range that is feasible for NISQ quantum computing, especially quantum annealing hardware. We test our methods using simulated annealing and the D-Wave Hybrid solver as a place-holder in wait of quantum hardware developments. After feeding the vehicle routes suggested by these runs into a highly realistic classical supply chain simulation, we find excellent performance for the full supply chain. Our work gives a set of techniques that can be adopted in contexts beyond vehicle routing to apply NISQ devices in a hybrid fashion to large-scale problems of commercial interest.",,,English,,,,,,,,arXiv.org; Free E- Journals,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_arxiv_primary_2205_04435
Quantum Machine Learning for Software Supply Chain Attacks: How Far Can We Go?,"Masum, Mohammad ;  Mohammad Nazim ;  Md Jobair Hossain Faruk ;  Hossain Shahriar ;  Valero, Maria ;  Md Abdullah Hafiz Khan ;  Uddin, Gias ;  Barzanjeh, Shabir ;  Saglamyurek, Erhan ;  Rahman, Akond ;  Sheikh Iqbal Ahamed","arXiv.org, 2022",,,"Ithaca: Cornell University Library, arXiv.org",,EISSN: 2331-8422; DOI: 10.48550/arxiv.2204.02784,,Algorithms ;  Computational efficiency ;  Computing time ;  Machine learning ;  Neural networks ;  Performance evaluation ;  Quantum computers ;  Quantum computing ;  Random access memory ;  Simulators ;  Software ;  Supply chains ;  Support vector machines,,,"Quantum Computing (QC) has gained immense popularity as a potential solution to deal with the ever-increasing size of data and associated challenges leveraging the concept of quantum random access memory (QRAM). QC promises quadratic or exponential increases in computational time with quantum parallelism and thus offer a huge leap forward in the computation of Machine Learning algorithms. This paper analyzes speed up performance of QC when applied to machine learning algorithms, known as Quantum Machine Learning (QML). We applied QML methods such as Quantum Support Vector Machine (QSVM), and Quantum Neural Network (QNN) to detect Software Supply Chain (SSC) attacks. Due to the access limitations of real quantum computers, the QML methods were implemented on open-source quantum simulators such as IBM Qiskit and TensorFlow Quantum. We evaluated the performance of QML in terms of processing speed and accuracy and finally, compared with its classical counterparts. Interestingly, the experimental results differ to the speed up promises of QC by demonstrating higher computational time and lower accuracy in comparison to the classical approaches for SSC attacks.",,,English,,,,,,,,arXiv.org; Free E- Journals,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_arxiv_primary_2204_02784
A novel blockchain federated safety-as-a-service scheme for industrial IoT using machine learning,"Hasan, Nabeela ;  Chaudhary, Kiran ;  Alam, Mansaf","Multimedia tools and applications, 2022, Vol.81 (25), p.36751-36780",,,New York: Springer US,,ISSN: 1380-7501; EISSN: 1573-7721; DOI: 10.1007/s11042-022-13503-w,,1219: Multimedia Security Based on Quantum Cryptography and Blockchain ;  Blockchain ;  Cloud computing ;  Computer Communication Networks ;  Computer Science ;  Computer security ;  Cryptography ;  Cyber-physical systems ;  Data Structures and Information Theory ;  Electronic devices ;  Industrial applications ;  Internet of Things ;  Machine learning ;  Malware ;  Microcontrollers ;  Multimedia ;  Multimedia Information Systems ;  Privacy ;  Shelf life ;  Special Purpose and Application-Based Systems ;  Supply chains ;  Unmanned aerial vehicles,,,"Blockchains are costly in terms of computing and involve high overhead bandwidth and delays that are not suitable for smart appliances. Enhancing the precision of output, quality, and delivery of data is particularly critical in Machine Learning. The combination of Machine Learning and Blockchain technologies may create accurate results. The Industrial IoT (IIoT), has quickly been established and is getting huge attention in educational areas and manufacturing, but IoT solitude danger and privacy exposures are developing by lack of important security technology. Because blockchain technique’s regionalization and information revelation were planned as a decentralized and distributed method to give assurance security and motivate the development of the IoT and IIoT. The Blockchain Driven Cyber-Physical system (BDCPS) is supported by IoT and cloud services. BDCPS will confirm the statement utilizing the Intelligent Agreements functionality and the trust-less peer-to-peer centrally controlled database showcase by a tiny-scale real-life Blockchain to the IoT system. In this study, a private Blockchain can be run on a separate board system and paralleled to a microcontroller with Smart devices. The suggested system uses blockchain technology to resolve issues such as lightweight, evaporation, warehousing transactions, and shipment time. The data flow of Blockchain is intended to demonstrate the application of machine learning to food traceability. Finally, to extend shelf life, a supply chain employs dependable and accurate data. This paper shows a relevant blockchain and machine learning research that identifies numerous key elements of combining the two technologies such as Blockchain and Machine Learning, including an overview, benefits, and applications.",,,English,,,,,,,,SpringerLINK Contemporary 1997-Present; KB+ JISC Collections Springer Compact 2019-2021; ABI/INFORM Global; ProQuest One Business; SpringerLink Journals - AutoHoldings; Springer Journals Online,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_proquest_journals_2717355647
Efficient Mathematical Lower Bounds for City Logistics Distribution Network with Intra-Echelon Connection of Facilities: Bridging the Gap from Theoretical Model Formulations to Practical Solutions,"Niu, Zhiqiang ;  Wu, Shengnan ;  Zhou, Xuesong (Simon)","Algorithms, 2023, Vol.16 (5), p.252",,,Basel: MDPI AG,,ISSN: 1999-4893; EISSN: 1999-4893; DOI: 10.3390/a16050252,,Algorithms ;  branch-and-bound ;  Commodities ;  Decomposition ;  Design ;  Distribution centres ;  Distribution management ;  Heuristic ;  Integer programming ;  Inventory ;  lateral-transshipment ;  Literature reviews ;  Logistics ;  Lower bounds ;  Mathematical programming ;  matheuristics ;  multi-echelon distribution network ;  Network design ;  Operations research ;  Optimization algorithms ;  quadratic assignment problem ;  Quantum computing ;  Supply chains ;  Warehouses,,,"Focusing on the dynamic improvement of the underlying service network configuration, this paper aims to address a specific challenge of redesigning a multi-echelon city logistics distribution network. By considering the intra-echelon connection of facilities within the same layer of echelon, we propose a new distribution network design model by reformulating the classical quadratic assignment problem (QAP). To minimize the overall transportation costs, the proposed model jointly optimizes two types of decisions to enable agile distribution with dynamic “shortcuts”: (i) the allocation of warehouses to supply the corresponding distribution centers (DCs), and (ii) the demand coverage decision from distribution centers to delivery stations. Furthermore, a customized branch-and-bound algorithm is developed, where the lower bound is obtained by adopting Gilmore and Lawler lower Bound (GLB) for QAP. We conduct extensive computational experiments, highlighting the significant contribution of GLB-oriented lower bound, to obtain practical solutions; this type of efficient mathematical lower bounds offers a powerful tool for balancing theoretical research ideas with practical and industrial applicability.",,,English,,,,,,,,DOAJ Directory of Open Access Journals,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_doaj_primary_oai_doaj_org_article_2b9db0a66d2f4415b012c01d7cbd0b08
Application of hybrid binary tournament-based quantum-behaved particle swarm optimization on an imperfect production inventory problem,"Kumar, Nirmal ;  Manna, Amalesh Kumar ;  Shaikh, Ali Akbar ;  Bhunia, Asoke Kumar","Soft computing (Berlin, Germany), 2021, Vol.25 (16), p.11245-11267",,,Berlin/Heidelberg: Springer Berlin Heidelberg,,ISSN: 1432-7643; EISSN: 1433-7479; DOI: 10.1007/s00500-021-05894-z,,Algorithms ;  Application of Soft Computing ;  Artificial Intelligence ;  Computational Intelligence ;  Control ;  Engineering ;  Heuristic methods ;  Inventory management ;  Mathematical Logic and Foundations ;  Mechatronics ;  Optimization ;  Particle swarm optimization ;  Robotics ;  Shortages ;  Statistical tests,,,"Nowadays, use of various types of hybrid metaheuristic algorithms attracts the researchers to optimize the average profit or cost of an inventory system to avoid the local optimality due to high nonlinearity of the corresponding optimization problem. This paper deals with an application of binary tournament-based quantum-behaved particle swarm optimization algorithms on an imperfect production inventory problem with shortages. In order to reduce the production of defective items, modern/improvement technology has been incorporated in the production system. Also, the demand of the product is assumed to be dependent on its warranty period and selling price. The main objective of this study is to optimize the production rate, production period, selling price of the product, manufacturer’s improvement technology level and maximum shortage level as well as maximize the average profit of the production system. For this purpose, three hybrid metaheuristic algorithms based on binary tournamenting and different variants of quantum-behaved PSO techniques have been developed. Then to examine the validity of the proposed model, three numerical examples have been solved. Considering each example, nonparametric statistical tests have been performed by using four different methods to analyze the performance of the used algorithms. Finally, sensitivity analyses have been performed to investigate the effects of different parameters on optimal policy.",,,English,,,,,,,,SpringerLINK Contemporary 1997-Present; KB+ JISC Collections Springer Compact 2019-2021; SpringerLink Journals - AutoHoldings; Springer Journals Online,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_proquest_journals_2554614051
Numerical Analysis of Nonlinear Coupled Schrödinger–KdV System with Fractional Derivative,"Alzahrani, Abdulrahman B. M.","Symmetry (Basel), 2023, Vol.15 (9), p.1666",,,Basel: MDPI AG,,ISSN: 2073-8994; EISSN: 2073-8994; DOI: 10.3390/sym15091666,,Accuracy ;  Applications of mathematics ;  Applied mathematics ;  Caputo fractional derivative ;  Computing time ;  Fluid dynamics ;  fractional-order Schrödinger–KdV system ;  Iterative methods ;  Laplace transform ;  Methods ;  new iterative method ;  Numerical analysis ;  Partial differential equations ;  Power ;  Power series ;  Production methods ;  Propagation ;  Quantum physics ;  residual power series ;  Supply chains ;  Symmetry,,,"In this paper, we propose two efficient methods for solving the fractional-order Schrödinger–KdV system. The first method is the Laplace residual power series method (LRPSM), which involves expressing the solution as a power series and using residual correction to improve the accuracy of the solution. The second method is a new iterative method (NIM) that simplifies the problem and obtains a recursive formula for the solution. Both methods are applied to the Schrödinger–KdV system with fractional derivatives, which arises in many physical applications. Numerical experiments are performed to compare the accuracy and efficiency of the two methods. The results show that both methods can produce highly accurate solutions for the fractional Schrödinger–KdV system. However, the new iterative method is more efficient in terms of computational time and memory usage. Overall, our study demonstrates the effectiveness of the residual power series method and the new iterative method in solving fractional-order Schrödinger–KdV systems and provides a valuable tool for researchers and practitioners in applied mathematics and physics.",,,English,,,,,,,,DOAJ Directory of Open Access Journals; GFMER Free Medical Journals,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_doaj_primary_oai_doaj_org_article_1f75bb3a1a27420c805044600f87c669
Prime number factorization using a spinor Bose–Einstein condensate-inspired topological quantum computer,"Génetay Johansen, Emil ;  Simula, Tapio","Quantum information processing, 2022, Vol.21 (1), Article 31",,,New York: Springer US,,ISSN: 1570-0755; EISSN: 1573-1332; DOI: 10.1007/s11128-021-03366-9,,Algorithms ;  Bose-Einstein condensates ;  Braid theory ;  Data Structures and Information Theory ;  Excitation spectra ;  Factorization ;  Fermions ;  Gates (circuits) ;  Ising model ;  Low temperature ;  Mathematical Physics ;  Numbers ;  Physics ;  Physics and Astronomy ;  Prime numbers ;  Quantum computers ;  Quantum Computing ;  Quantum Information Technology ;  Quantum Physics ;  Spintronics ;  Topology,,,"Inspired by non-abelian vortex anyons in spinor Bose–Einstein condensates, we consider the quantum double
D
(
Q
8
)
anyon model as a platform to carry out a particular instance of Shor’s factorization algorithm. We suggest that the
D
(
Q
8
)
anyon model could be realized by a specific low-temperature phase of a spin-2 Bose–Einstein condensate. We provide the excitation spectrum for this model, as well as the fusion rules, braid group representations, and a circuit architecture that facilitates the computation. All necessary quantum gates, less one, can be compiled exactly for this hybrid topological quantum computer. The required non-topological gate could be implemented using measurement based protocols. To analyze the effect of decoherence on the non-topological gate, a noise model based on stochastic unitary rotations is considered. The computational potential of this quantum double anyon model is similar to that of the Majorana fermion-based Ising anyon model, thus offering a complementary future platform for topological quantum computation.",,,English,,,,,,,,SpringerLINK Contemporary 1997-Present; KB+ JISC Collections Springer Compact 2019-2021; SpringerLink Journals - AutoHoldings; Springer Journals Online,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_proquest_journals_2615623255
Quantum Computing and Simulations for Energy Applications: Review and Perspective,"Paudel, Hari P. ;  Syamlal, Madhava ;  Crawford, Scott E. ;  Lee, Yueh-Lin ;  Shugayev, Roman A. ;  Lu, Ping ;  Ohodnicki, Paul R. ;  Mollot, Darren ;  Duan, Yuhua","ACS Engineering Au, 2022, Vol.2 (3), p.151-196",,,United States: American Chemical Society,,ISSN: 2694-2488; EISSN: 2694-2488; DOI: 10.1021/acsengineeringau.1c00033,,quantum computing ;  quantum entanglement and superposition ;  quantum information science ;  quantum networking and communications ;  quantum sensor ;  quantum simulation,,,"Quantum computing and simulations are creating transformative opportunities by exploiting the principles of quantum mechanics in new ways to generate and process information. It is expected that a variety of areas ranging from day-to-day activities to making advanced scientific discoveries are going to benefit from such computations. Several early stage applications of quantum computing and simulation have already been demonstrated, and these preliminary results show that quantum computing and simulations could significantly accelerate the deployment of new technologies urgently needed to meet the growing demand for energy while safeguarding the environment. Exciting examples include developing new materials such as alloys, catalysts, oxygen carriers, CO2 sorbents/solvents, and energy storage materials; optimizing traffic flows and energy supply chains; locating energy generation facilities such as wind and solar farms and fossil and nuclear power plants; designing pipeline networks for transporting hydrogen, natural gas, and CO2; and speeding up tasks such as seismic imaging and inversion, reservoir simulation, and computational fluid dynamics. In this review, we introduce different aspects of quantum computing and simulations and discuss the status of theoretical and experimental approaches. We then specifically highlight a growing number of application areas in the energy sector. We conclude by providing an analysis of high-value application directions to address energy sector challenges.",,,English,,,,,,,,American Chemical Society Journals,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_osti_scitechconnect_1842226
An Introduction to Quantum Computing for Statisticians and Data Scientists,"Lopatnikova, Anna ;  Tran, Minh-Ngoc ;  Sisson, Scott A","arXiv.org, 2022",,,"Ithaca: Cornell University Library, arXiv.org",,EISSN: 2331-8422; DOI: 10.48550/arxiv.2112.06587,,Algorithms ;  Data analysis ;  Machine learning ;  Quantum computing ;  Statistics,,,"Quantum computers promise to surpass the most powerful classical supercomputers when it comes to solving many critically important practical problems, such as pharmaceutical and fertilizer design, supply chain and traffic optimization, or optimization for machine learning tasks. Because quantum computers function fundamentally differently from classical computers, the emergence of quantum computing technology will lead to a new evolutionary branch of statistical and data analytics methodologies. This review provides an introduction to quantum computing designed to be accessible to statisticians and data scientists, aiming to equip them with an overarching framework of quantum computing, the basic language and building blocks of quantum algorithms, and an overview of existing quantum applications in statistics and data analysis. Our goal is to enable statisticians and data scientists to follow quantum computing literature relevant to their fields, to collaborate with quantum algorithm designers, and, ultimately, to bring forth the next generation of statistical and data analytics tools.",,,English,,,,,,,,arXiv.org; Free E- Journals,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_arxiv_primary_2112_06587
Quantum Support Vector Machines for Continuum Suppression in B Meson Decays,"Heredge, Jamie ;  Hill, Charles ;  Hollenberg, Lloyd ;  Sevior, Martin","Computing and software for big science, 2021, Vol.5 (1), Article 27",,,Cham: Springer International Publishing,,ISSN: 2510-2036; ISSN: 2510-2044; EISSN: 2510-2044; DOI: 10.1007/s41781-021-00075-x,,Innovation in HEP software and computing for the challenges of the next decade ;  Original Article ;  Particle and Nuclear Physics ;  Physics ;  Physics and Astronomy,,,"Quantum computers have the potential to speed up certain computational tasks. A possibility this opens up within the field of machine learning is the use of quantum techniques that may be inefficient to simulate classically but could provide superior performance in some tasks. Machine learning algorithms are ubiquitous in particle physics and as advances are made in quantum machine learning technology there may be a similar adoption of these quantum techniques. In this work a quantum support vector machine (QSVM) is implemented for signal-background classification. We investigate the effect of different quantum encoding circuits, the process that transforms classical data into a quantum state, on the final classification performance. We show an encoding approach that achieves an average Area Under Receiver Operating Characteristic Curve (AUC) of 0.848 determined using quantum circuit simulations. For this same dataset the best classical method tested, a classical Support Vector Machine (SVM) using the Radial Basis Function (RBF) Kernel achieved an AUC of 0.793. Using a reduced version of the dataset we then ran the algorithm on the IBM Quantum
ibmq_casablanca
device achieving an average AUC of 0.703. As further improvements to the error rates and availability of quantum computers materialise, they could form a new approach for data analysis in high energy physics.",,,English,,,,,,,,KB+ JISC Collections Springer Compact 2019-2021; SpringerLink Journals - AutoHoldings,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_unpaywall_primary_10_1007_s41781_021_00075_x
Entanglement criteria for the bosonic and fermionic induced ensembles,"Dartois, Stephane ;  Nechita, Ion ;  Tanasa, Adrian","Quantum information processing, 2022, Vol.21 (11), Article 376",,,New York: Springer US,,ISSN: 1573-1332; EISSN: 1573-1332; EISSN: 2331-8422; DOI: 10.1007/s11128-022-03690-8,,Circuits ;  Data Structures and Information Theory ;  Density ;  Eigenvalues ;  Entanglement ;  Graph theory ;  Hilbert space ;  Mathematical analysis ;  Mathematical Physics ;  Matrices (mathematics) ;  Outliers (statistics) ;  Physics ;  Physics and Astronomy ;  Polynomials ;  Quantum Computing ;  Quantum Information Technology ;  Quantum Physics ;  Spintronics ;  Tensors,,,"We introduce the bosonic and fermionic ensembles of density matrices and study their entanglement. In the fermionic case, we show that random bipartite fermionic density matrices have non-positive partial transposition; hence, they are typically entangled. The similar analysis in the bosonic case is more delicate, due to a large positive outlier eigenvalue. We compute the asymptotic ratio between the size of the environment and the size of the system Hilbert space for which random bipartite bosonic density matrices fail the PPT criterion, being thus entangled. We also relate moment computations for tensor-symmetric random matrices to evaluations of the circuit counting and interlace graph polynomials for directed graphs.",,,English,,,,,,,,SpringerLINK Contemporary 1997-Present; KB+ JISC Collections Springer Compact 2019-2021; arXiv.org; Free E- Journals; SpringerLink Journals - AutoHoldings; Springer Journals Online,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_arxiv_primary_2111_05638
Quantum computing to solve scenario-based stochastic time-dependent shortest path routing,"Dixit, Vinayak V. ;  Niu, Chence ;  Rey, David ;  Waller, S. Travis ;  Levin, Michael W.","Transportation letters, 2023, Vol.ahead-of-print (ahead-of-print), p.1-11",,,Taylor & Francis,,ISSN: 1942-7867; EISSN: 1942-7875; DOI: 10.1080/19427867.2023.2238461,,constrained quadratic optimization model ;  quantum annealing ;  quantum computing ;  Stochastic-time-dependent shortest path,,,"Networks are inherently uncertain and require scenario-based approaches to handle variability. In stochastic and time-dependent networks, optimal solutions cannot always be found using deterministic algorithms. Furthermore, Stochastic Time Dependent Shortest Path problems are known to be NP-hard. Emerging Quantum Computing Methods are providing new ways to address these problems. In this paper, the STDSP problem is formulated as a Quadratic Constrained Binary Optimization Problem. We show that in the case of independent link costs, the size of the problem increases exponentially. Finally, we find that using the quantum solver provides a linear computational experience with respect to the size of the problem. The proposed solution has implications for stochastic networks across different contexts including communications, traffic, industrial operations, electricity, water, broader supply chains, and epidemiology.",,,English,,,,,,,,Taylor and Francis Journals,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_informaworld_taylorfrancis_310_1080_19427867_2023_2238461
Solving Vehicle Routing Problem Using Quantum Approximate Optimization Algorithm,"Azad, Utkarsh ;  Behera, Bikash K. ;  Ahmed, Emad A. ;  Panigrahi, Prasanta K. ;  Farouk, Ahmed","IEEE transactions on intelligent transportation systems, 2023, Vol.24 (7), p.7564-7573",,,Ithaca: IEEE,,ISSN: 1524-9050; ISSN: 1558-0016; EISSN: 1558-0016; EISSN: 2331-8422; DOI: 10.1109/TITS.2022.3172241; CODEN: ITISFG,,Algorithms ;  Approximation algorithms ;  Combinatorial analysis ;  combinatorial optimization ;  Computer simulation ;  Integer programming ;  Ising model ;  Optimization ;  Optimization algorithms ;  Physics - Quantum Physics ;  Program processors ;  quantum approximate algorithms ;  Quantum computing ;  Qubit ;  Route planning ;  Routing ;  variational quantum algorithms ;  Vehicle routing ;  Vehicle routing problem,,,"Intelligent transportation systems (ITS) are a critical component of Industry 4.0 and 5.0, particularly having applications in logistic management. One of their crucial utilization is in supply-chain management and scheduling for optimally routing transportation of goods by vehicles at a given set of locations. This paper discusses the broader problem of vehicle traffic management, more popularly known as the Vehicle Routing Problem (VRP), and investigates the possible use of near-term quantum devices for solving it. For this purpose, we give the Ising formulation for VRP and some of its constrained variants. Then, we present a detailed procedure to solve VRP by minimizing its corresponding Ising Hamiltonian using a hybrid quantum-classical heuristic called Quantum Approximate Optimization Algorithm (QAOA), implemented on the IBM Qiskit platform. We compare the performance of QAOA with classical solvers such as CPLEX on problem instances of up to 15 qubits. We find that performance of QAOA has a multifaceted dependence on the classical optimization routine used, the depth of the ansatz parameterized by <inline-formula> <tex-math notation=""LaTeX"">p </tex-math></inline-formula>, initialization of variational parameters, and problem instance itself.",,,English,,,,,,,,IEEE Xplore All Journals; IEEE Electronic Library (IEL) Journals; arXiv.org; Free E- Journals,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_unpaywall_primary_10_1109_tits_2022_3172241
Measuring the constrained reachability in quantum Markov chains,"Xu, Ming ;  Huang, Cheng-Chao ;  Feng, Yuan","Acta informatica, 2021, Vol.58 (6), p.653-674",,,Berlin/Heidelberg: Springer Berlin Heidelberg,,ISSN: 0001-5903; EISSN: 1432-0525; DOI: 10.1007/s00236-020-00392-5,,Computer Science ;  Computer Systems Organization and Communication Networks ;  Data Structures and Information Theory ;  Hilbert space ;  Information Systems and Communication Service ;  Logics and Meanings of Programs ;  Markov analysis ;  Markov chains ;  Operators (mathematics) ;  Original Article ;  Polynomials ;  Positive operator valued measure ;  Software Engineering/Programming and Operating Systems ;  Theory of Computation,,,"Constrained reachability is a kind of quantitative path property, which is generally specified by multiphase until formulas originated in continuous stochastic logic. In this paper, through proposing a positive operator valued measure on the set of infinite paths, we develop an exact method to solve the constrained reachability problem for quantum Markov chains. The convergence rate of the reachability is also obtained. We then analyse the complexity of the proposed method, which turns out to be in polynomial-time w.r.t. the size of the classical state space and the dimension of the accompanied Hilbert space. Finally, our method is implemented and applied to a simple quantum protocol.",,,English,,,,,,,,SpringerLINK Contemporary 1997-Present; KB+ JISC Collections Springer Compact 2019-2021; ABI/INFORM Global; ProQuest One Business; SpringerLink Journals - AutoHoldings; Springer Journals Online,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_proquest_journals_2583693776
The Future of Information,"Kazarian, Kristen","Food Engineering, 2021, Vol.93 (12), p.1-1",,,Troy: BNP Media,,ISSN: 1522-2292; EISSN: 1937-4429,,"Artificial intelligence ;  Augmented reality ;  Automation ;  Biotechnology ;  Blockchain ;  Computer applications ;  Cryptography ;  Einstein, Albert (1879-1955) ;  Food safety ;  Internet of Things ;  Manufacturing ;  Manufacturing engineering ;  Manufacturing industry ;  Quantum computing ;  Reverse engineering ;  Risk management ;  Risk reduction ;  Robotics ;  Robots ;  Supply chains ;  Virtual reality",,,"Spannuth is also a member of the SNAG International Board of Directors, and oversees projects in areas such as raw material management, manufacturing processes, marketing, sales and finance. With the fourth revolution, your tools for change can be artificial intelligence (AI), robotics, blockchain technology, faster computing power, quantum computing, augmented reality (AR), virtual reality (VR), VR biotechnology and the Internet of Things (loT). With food safety, having a supply chain where you have a consortium that most likely will be driven from the retail side, they want to reduce risk.",,,English,,,,,,,,ProQuest One Business,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_proquest_reports_2626962736
Quantum Machine Learning for Material Synthesis and Hardware Security,"Beaudoin, Collin ;  Kundu, Satwik ;  Topaloglu, Rasit Onur ;  Ghosh, Swaroop","arXiv.org, 2022",,,"Ithaca: Cornell University Library, arXiv.org",,EISSN: 2331-8422; DOI: 10.48550/arxiv.2208.08273,,Computer security ;  Hardware ;  Machine learning ;  Malware ;  Model accuracy ;  Neural networks ;  Quantum computing ;  Supply chains,,,"Using quantum computing, this paper addresses two scientifically pressing and day-to-day relevant problems, namely, chemical retrosynthesis which is an important step in drug/material discovery and security of the semiconductor supply chain. We show that Quantum Long Short-Term Memory (QLSTM) is a viable tool for retrosynthesis. We achieve 65% training accuracy with QLSTM, whereas classical LSTM can achieve 100%. However, in testing, we achieve 80% accuracy with the QLSTM while classical LSTM peaks at only 70% accuracy! We also demonstrate an application of Quantum Neural Network (QNN) in the hardware security domain, specifically in Hardware Trojan (HT) detection using a set of power and area Trojan features. The QNN model achieves detection accuracy as high as 97.27%.",,,English,,,,,,,,arXiv.org; Free E- Journals,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_arxiv_primary_2208_08273
